category_name1	category_name2	id	image_link	link	shipping	shipping_settings	condition	search_tag	review_count	satisfylevel	event_words	adult	price_pc	maker	brand	title	product_flag	preorder_settings
스포츠·아웃도어		463	https://d1ruwxjthziwe4.cloudfront.net/marketing/463.jpg	https://link.wadiz.kr/BeYz/86yq718u	0			젠틀리머거꾸리|대한거꾸리|조이스포츠거꾸리|이고진거꾸리|릴렉스코어2|문스타거꾸리|꺼꾸리추천|꺼구리|JOYSPORTS꺼꾸리|거꾸리스펀지|멜킨스포츠거꾸리|멜킨스포츠꺼꾸리|멜킨스탠다드거꾸	31	4.36	와디즈 첫 로그인하고 5,000원x2 쿠폰 혜택 받으세요!	N	154000			헬스앤다이어트 젠틀리머 거꾸리 홈트 필수템		
뷰티	헤어케어	1996	https://d1ruwxjthziwe4.cloudfront.net/marketing/1996.jpg	https://link.wadiz.kr/BeYz/mftkvdnl	0			아이셀론|두피관리기|두피LED|LED두피|LED두피마사지기|두피마사지기|두피레이저|두피케어기기|LED두피케어|두피관리기기|슬룸목편한케어|레이저두피|탈모헬멧|두피케어제품|LG메디헤어	14	4.54	와디즈 첫 로그인하고 5,000원x2 쿠폰 혜택 받으세요!	N	373000			아이셀론 레이저 두피 관리기 단품		
패션		1719	https://d1ruwxjthziwe4.cloudfront.net/marketing/1719.jpg	https://link.wadiz.kr/BeYz/6llzn1az	0			핸드메이드머플러|사가폭스머플러|몽벨머플러|꼼파뇨머플러|UNDERSON목도리|머플러|목도리|HANDMADE목도리|핸드메이드언밸런스머플러|생럭슈머플러|언더슨머플러|마리떼목도리|핸드메이	84	4.62	와디즈 첫 로그인하고 5,000원x2 쿠폰 혜택 받으세요!	N	34900			러쉬룸 초경량 핸드메이드 노르웨이 빈티지 머플러		
패션	가방	455	https://d1ruwxjthziwe4.cloudfront.net/marketing/455.jpg	https://link.wadiz.kr/BeYz/u1nh4b4z	3000			샤첼백|노트북여성가방|노트북여자가방|10만원대토트백|노트북토트백|사첼|여성사첼백|사첼백|여성노트북가방|사철|여자노트북가방|토트백|여성용노트북가방|황금사철|레인즈가방|사첼토트백|여자	106	4.75	와디즈 첫 로그인하고 5,000원x2 쿠폰 혜택 받으세요!	N	104900			이플 사첼백 노트북 가방		
홈·리빙		2008	https://d1ruwxjthziwe4.cloudfront.net/marketing/2008.jpg	https://link.wadiz.kr/BeYz/cdkjlja7	0			베개|옆잠베개|옆잠배게|그래핀베개|메모리폼베개|옆잠베게|경추배게|샤오미스마트베개|잠으로옆잠베개|젠틀리머경추베개|애터미베개|샤오미베개|우유베개하이브리드|메모리폼숙면베개|꼬북베개|주름	41	4.54	와디즈 첫 로그인하고 5,000원x2 쿠폰 혜택 받으세요!	N	64000			젠틀리머 경추 베개 기능성 숙면 옆잠베개		
패션		1981	https://d1ruwxjthziwe4.cloudfront.net/marketing/1981.jpg	https://link.wadiz.kr/BeYz/xa1mdbfv	3000			유기견후원반지|후원반지|유기견반지|유기견후원|레터링반지|유기묘후원반지|유기묘반지|반지|패션반지|검정색반지|유기묘후원|검은반지|검정반지|반지레터링|이쁜반지|검은색반지|유기견|유기견유	40	4.96	와디즈 첫 로그인하고 5,000원x2 쿠폰 혜택 받으세요!	N	11000			데리다 유기견 유기묘 후원 레터링 반지		
패션		1333	https://d1ruwxjthziwe4.cloudfront.net/marketing/1333.jpg	https://link.wadiz.kr/BeYz/ghcsdzg3	3000			안경닦이|경량파우치|아이망|오클리이브이제로코받침|전천후코받침|안경닦이주문제작|안경닦이제작|도레이씨안경닦이|안경닦이천대형|TORAYSEE|안경코받침일체형|안경닦이천	72	4.48	와디즈 첫 로그인하고 5,000원x2 쿠폰 혜택 받으세요!	N	5000			아이망 안경닦이 일체형 초경량 이너파우치 안경집 안경 파우치 S		
푸드	음료·커피	1525	https://d1ruwxjthziwe4.cloudfront.net/marketing/1525.jpg	https://link.wadiz.kr/BeYz/iikb0808	3000			찐티보리|보리차|약콩보리차|보리차스틱	15	4.31	와디즈 첫 로그인하고 5,000원x2 쿠폰 혜택 받으세요!	N	12000			아그로스 보리차 스틱 콜드 티브루 찐티보리 전통 보리차 25ml 14개입		
스포츠·아웃도어		1967	https://d1ruwxjthziwe4.cloudfront.net/marketing/1967.jpg	https://link.wadiz.kr/BeYz/bamjqkr2	0			왼손손목아대|물리치료사손목보호대|왼손손목보호대|팔목테이핑|와디즈손목보호대|테이핑손목보호대|테니스아대|테이핑손목아대|손목아대제작|자석보호대|왼손보호대|아대제작|아머스킨손목|얇은손목보	101	4.26	와디즈 첫 로그인하고 5,000원x2 쿠폰 혜택 받으세요!	N	19900			로모쇼 손목보호대 물리치료사 제작 얇은 아대 스포츠 테이핑 골프 테니스 헬스 오른손 왼손 S		
테크·가전		1522	https://d1ruwxjthziwe4.cloudfront.net/marketing/1522.jpg	https://link.wadiz.kr/BeYz/ocqy3zrx	0			타워탭PD|타워멀티탭|고용량타워멀티탭|타워탭|고용량멀티탭PD|멀티탭타워형|멀티탭일체형|타워형멀티탭|멀티탭PD충전기|일체형멀티탭|멀티탭충전기|충전기멀티탭타워|멀티탭고용량충전기|충전기	256	4.25	와디즈 첫 로그인하고 5,000원x2 쿠폰 혜택 받으세요!	N	62500			타워탭 5구 4000w 고용량 멀티탭+USB PD충전기 60W 일체형		
패션		2039	https://d1ruwxjthziwe4.cloudfront.net/marketing/2039.jpg	https://link.wadiz.kr/BeYz/g0qcwrue	0			문페이즈|문페이즈시계|타이맥스워터베리|시계|화이트가죽시계|스콜피온시계|스콜피온문페이즈|돈보스코시계|스와치아이러니|로이드시계|라코시계|커스벤|MBM1266|스와치가죽|페라가모퀴이르|	23	4.42	와디즈 첫 로그인하고 5,000원x2 쿠폰 혜택 받으세요!	N	224000			스콜피온 문페이즈 시계 오버츄어화이트		
뷰티	바디케어	1963	https://d1ruwxjthziwe4.cloudfront.net/marketing/1963.jpg	https://link.wadiz.kr/BeYz/i1sl2gu9	3000			어메니티키트10종|어메니티키트|여행용샤워키트|트레블키트어메니티|샤워용품세트|어메니티세트|어메니티|어메니티트래블키트|샤워키트|여행용어메니티|어매니티트래블키트불리|여행용7종세트|어메니	45	4.7	와디즈 첫 로그인하고 5,000원x2 쿠폰 혜택 받으세요!	N	26900			이든 얼스키트 플라스틱 프리 비건 샤워 여행 어메니티 7종 세트		
푸드	소스·조미료	1894	https://d1ruwxjthziwe4.cloudfront.net/marketing/1894.jpg	https://link.wadiz.kr/BeYz/rvrgfsb2	4000			김페스토|요레카|베트남간장소스|이금기고추기름|중국고추기름|사보텐소스|사보텐유자소스|전혀안매운양념장|레몬드레싱|레몬소스|김미김미|제이테이블|사보텐드레싱|중화요리소스|사보텐참깨소스|토	17	4.56	와디즈 첫 로그인하고 5,000원x2 쿠폰 혜택 받으세요!	N	8900			요레카 김미추리 김&레몬으로 만든 새콤짭짤 김소스 김페스토 90g 1병		
패션	의류	1845	https://d1ruwxjthziwe4.cloudfront.net/marketing/1845.jpg	https://link.wadiz.kr/BeYz/vxcfesbq	3500			리코브|코듀로이기모팬츠|기모코듀로이밴딩|코듀로이부츠컷|여성기모밴딩팬츠|여성겨울기모바지|키작녀니트바지|밴딩기모골덴바지|골덴팬츠통바지겨울바지|여성코듀로이팬츠|기모밴딩팬츠|코듀로이팬츠|	106	4.39	와디즈 첫 로그인하고 5,000원x2 쿠폰 혜택 받으세요!	N	34900			리코브 여성 코듀로이 겨울 골덴 기모바지 밴딩 포근팬츠		
스포츠·아웃도어	헬스	1684	https://d1ruwxjthziwe4.cloudfront.net/marketing/1684.jpg	https://link.wadiz.kr/BeYz/39w8vat9	0			허리강화운동|허리코어운동|하체강화운동|코어강화|허리강화|다이어트운동추천|다이어트운동|다이어트홈트|허리강화기구|허리강화운동기구|허벅지근력운동기구|코어운동|다이어트운동기구|에어글라이더	5	5.0	와디즈 첫 로그인하고 5,000원x2 쿠폰 혜택 받으세요!	N	515000			에어글라이더 홈트 코어 복근 하체 다이어트기구 코어운동기구 허리강화운동		
푸드	비건	718	https://d1ruwxjthziwe4.cloudfront.net/marketing/718.jpg	https://link.wadiz.kr/BeYz/zfdynge6	0			넛츠그린땅콩스프레드|넛츠그린아몬드스프레드|넛츠그린아몬드|닐팩토리아몬드스프레드무첨가|넛츠그린|넛츠그린스프레드|아몬드버터잼|아몬드스프레드|땅콩스프레드|아몬드스프레드무첨가|땅콩동산스프레	164	4.65	와디즈 첫 로그인하고 5,000원x2 쿠폰 혜택 받으세요!	N	14600		넛츠그린	넛츠그린 순식물성 비건 땅콩 아몬드 스프레드		
전자책·클래스	자기계발	1105	https://d1ruwxjthziwe4.cloudfront.net/marketing/1105.jpg	https://link.wadiz.kr/BeYz/n1k0mfk7	3000				197	4.74	와디즈 첫 로그인하고 5,000원x2 쿠폰 혜택 받으세요!	N	7900			아이캔리드 단계별 영어 동화 원서 노인과 바다+플래너		
반려동물		1621	https://d1ruwxjthziwe4.cloudfront.net/marketing/1621.jpg	https://link.wadiz.kr/BeYz/y0sgwaib	5000			젠틀리머펫베드|강아지방석쿠션|젠틀리머|애견메모리폼|강아지필로우|애견베개|강아지메모리폼침대|메모리폼강아지방석|강아지베개|강아지메모리폼|강아지메모리폼방석|애완동물침대|펫필로우|강아지방	57	4.17	와디즈 첫 로그인하고 5,000원x2 쿠폰 혜택 받으세요!	N	60000			젠틀리머 방수 세척 강아지 고양이 반려동물 베개 메모리폼 펫베드		
패션	의류	2084	https://d1ruwxjthziwe4.cloudfront.net/marketing/2084.jpg	https://link.wadiz.kr/BeYz/ony2y3q5	3000			마이콥|완벽방한코듀로이|남성코듀로이밴딩팬츠|MYCOB|남자방한골덴바지|남성코듀로이밴딩|MYCOB바지|방한팬츠|방한바지|남성겨울골덴바지|겨울방한바지|골덴남자바지|마이콥코듀로이|자주색	136	4.45	와디즈 첫 로그인하고 5,000원x2 쿠폰 혜택 받으세요!	N	34000		마이콥	마이콥 남성 골덴 코듀로이 남자 겨울 방한 밴딩 팬츠		
스포츠·아웃도어		2063	https://d1ruwxjthziwe4.cloudfront.net/marketing/2063.jpg	https://link.wadiz.kr/BeYz/23cs212y	3000			스노우보드헬멧|스키헬멧|보드헬맷|와일드혼헬멧|보드헬멧|제트스키헬멧|헬맷|스키용품|브리코헬멧|제트서프|스노우헬멧|BERN헬멧|블루투스보드헬멧|크랭크보드헬멧|하이컷헬멧|오클리MOD1|	21	4.79	와디즈 첫 로그인하고 5,000원x2 쿠폰 혜택 받으세요!	N	114000			와일드혼 드리프트 미국 스키 스노우보드 프리미엄 헬맷 스텔스		
패션	럭셔리	2049	https://d1ruwxjthziwe4.cloudfront.net/marketing/2049.jpg	https://link.wadiz.kr/BeYz/m5lonh5u	0			커플메탈시계|오토매틱시계|스콜피온시계|시계|오픈하트|커플시계|스켈레톤시계|오토매틱스켈레톤시계|스켈레톤워치|스켈레톤오토매틱시계|오토매틱커플시계|시계스켈레톤|스콜피온워치|브로바여성시계	7	4.25	와디즈 첫 로그인하고 5,000원x2 쿠폰 혜택 받으세요!	N	244000			스콜피온 오토매틱 스켈레톤 커플 워치 시계 SP3372		
홈·리빙		40	https://d1ruwxjthziwe4.cloudfront.net/marketing/40.jpg	https://link.wadiz.kr/BeYz/r00hyqm8	0			카본골프우산|풀카본우산|텐디장우산|카본골프우산2단|가벼운골프우산|한화골프장우산|골프장우산|골프우산|타이틀리스트우산|풀카본골프장우산|골프장우산자동16K|부쉬넬우산|탠디우산|카본골프장	268	4.56	와디즈 첫 로그인하고 5,000원x2 쿠폰 혜택 받으세요!	N	45000			고티바쉬 풀카본 장우산 Gotivathy 가벼운 무게 자동 수동		
홈·리빙	주방	1328	https://d1ruwxjthziwe4.cloudfront.net/marketing/1328.jpg	https://link.wadiz.kr/BeYz/50kcb49k	2500			워터펜스|실리콘물막이|튐방지|싱크대물막이|설거지물막이|실리콘싱크대물막이|싱크대물받이|주방튐방지|씽크대물튀김방지|매직워터펜스|씽크대물받이|씽크대물막이|주방물막이|물막이|설거지물펜스|	119	4.28	와디즈 첫 로그인하고 5,000원x2 쿠폰 혜택 받으세요!	N	8000			매직워터펜스 실리콘 접착식 싱크대 설거지 물막이 물받이 튐방지 높이 8cm 폭 52cm		
스포츠·아웃도어	등산	2099	https://d1ruwxjthziwe4.cloudfront.net/marketing/2099.jpg	https://link.wadiz.kr/BeYz/rjw7wkvq	3000			포딜무릎보호대|메디그립|테이핑테크무릎보호대|메디그립무릎보호대|스포가드|무릎보호대|에이더T2|무릎에디션|VANTELIN|리밴드무릎보호대|리밴드|탁구무릎보호대|미군무릎보호대|무릎부목|	68	4.45	와디즈 첫 로그인하고 5,000원x2 쿠폰 혜택 받으세요!	N	24900			메디그립 안티쇼크 에디션 무릎보호대		
테크·가전		2080	https://d1ruwxjthziwe4.cloudfront.net/marketing/2080.jpg	https://link.wadiz.kr/BeYz/e8cr35y0	3300			레이싱휠|스마트폰조이스틱|레이싱휠세트|조이스틱|핸드폰게임조이스틱|레이싱게임거치대세트|레이싱게임기|스마트폰컨트롤러|휴대폰조이스틱|게이밍휠|레이싱휠거치대|휠거치대|게임휠|스마트폰게임스	19	4.73	와디즈 첫 로그인하고 5,000원x2 쿠폰 혜택 받으세요!	N	122000			세라핌 R1+ 스마트폰 게임용 레이싱 휠 고정거치대		
패션	패션소품	1945	https://d1ruwxjthziwe4.cloudfront.net/marketing/1945.jpg	https://link.wadiz.kr/BeYz/kplswxpk	3000			폰알루미늄케이스|알루미늄폰케이스|강력한자석카드케이스|휴대폰카드케이스맥세이프|맥세이프케이스카드케이스|흡착패드|카드케이스|휴대폰알루미늄케이스|강력맥세이프|탈부착포켓패드|전기종|전기종케	296	4.36	와디즈 첫 로그인하고 5,000원x2 쿠폰 혜택 받으세요!	N	8900			핸디핸드 핸디포켓 강력 자석 아이폰 맥세이프 케이스		
스포츠·아웃도어		1938	https://d1ruwxjthziwe4.cloudfront.net/marketing/1938.jpg	https://link.wadiz.kr/BeYz/u7jn8jlk	0			포항액티비티|야외방탈출게임|체험|롯데월드교복구매|야외방탈출|게임체험|국내액티비티|가평번지점프|국내액티비티여행|서면액티비티|국내여행|포항야외방탈출|그곳에서부터|무료배송체험|포항체험|	8	5.0	와디즈 첫 로그인하고 5,000원x2 쿠폰 혜택 받으세요!	N	30000			포항 야외방탈출 게임 꺼지지 않는 불빛 : 호미곶 그곳 체험		
홈·리빙		1377	https://d1ruwxjthziwe4.cloudfront.net/marketing/1377.jpg	https://link.wadiz.kr/BeYz/jmcpgrqm	3500			모과글|모과가글|폐렴|폐렴\|가글액|쿨키스|구강건조스프레이|하이드로젠퍼옥사이드|가글|러버스|충치균|불소가글|가그린쿨키스|러버스모과글|초등학생가글|장인제약|검가드|검가드가글	165	4.71	와디즈 첫 로그인하고 5,000원x2 쿠폰 혜택 받으세요!	N	15000			러버스 모과글 폐렴균 충치균 제거 모과향 가글액 300ml		
반려동물		2126	https://d1ruwxjthziwe4.cloudfront.net/marketing/2126.jpg	https://link.wadiz.kr/BeYz/pfl78hmo	0			강아지라텍스방석|고양이조각|애견라텍스쿠션|쫀쫀방석|강아지방석쿠션|강아지호박방석|강아지방석|펫방석|강아지의자|강아지쿨방석|강아지방석가방|강아지쿨매트|강아지빈백|강아지라텍스침대|강아지	10	4.7	와디즈 첫 로그인하고 5,000원x2 쿠폰 혜택 받으세요!	N	111820			펫인뷰티 강아지 고양이 천연 라텍스 조각 쫀쫀방석 퀼팅		
반려동물		2127	https://d1ruwxjthziwe4.cloudfront.net/marketing/2127.jpg	https://link.wadiz.kr/BeYz/lw5qxrq3	3000			제로넥카라|고양이넥카라|강아지방수넥카라|방수넥카라|강아지넥카라|펫인뷰티|면넥카라|강아지면넥카라|애견넥카라|넥카라|개넥카라|고양이넥카라방수	74	4.25	와디즈 첫 로그인하고 5,000원x2 쿠폰 혜택 받으세요!	N	17800			펫인뷰티 강아지 고양이 반려동물 고탄력 면니트 생활 방수 제로 넥카라		
패션		2163	https://d1ruwxjthziwe4.cloudfront.net/marketing/2163.jpg	https://link.wadiz.kr/BeYz/6b07xwv3	0			어바웃엠브로항공점퍼|어바웃엠브로|항공점퍼|남자항공잠바|항공잠바|자수항공점퍼|남자항공점퍼|남성항공점퍼|항공점퍼남자|항공|항공점퍼패션|자수점퍼|항공점퍼남성|항공점퍼추천|남자항공|스카잔	15	4.81	와디즈 첫 로그인하고 5,000원x2 쿠폰 혜택 받으세요!	N	203000			어바웃엠브로 실사고증 정조항공점퍼 4종 자수 점퍼		
홈·리빙	욕실	2124	https://d1ruwxjthziwe4.cloudfront.net/marketing/2124.jpg	https://link.wadiz.kr/BeYz/wmjxx1r4	3000			욕조배수구거름망|욕조머리카락거름망|욕조마개|세면대거름망|욕조머리카락|하수구마개|욕실하수구거름망|하수구머리카락거름망|하수구머리카락제거|욕조하수구|하수구이물질제거|욕조거름망|욕조배수구	51	4.24	와디즈 첫 로그인하고 5,000원x2 쿠폰 혜택 받으세요!	N	8800			세면대 거름망 욕조마개 머리카락 이물질제거 하수구 욕실용품 캐치캡 3개 1세트		
패션		235	https://d1ruwxjthziwe4.cloudfront.net/marketing/235.jpg	https://link.wadiz.kr/BeYz/uf4lbpuz	2500			땀복|여성땀복|여성기능성운동복|츄리닝세트|트레이닝복셋업|여자기능성운동복|썸머후드집업|운동복|트레이닝세트|퓨마여성운동복|여성기능성트레이닝복|기능성땀복|하이원스|츄리닝치마세트|다이나핏	18		와디즈 첫 로그인하고 5,000원x2 쿠폰 혜택 받으세요!	N	64000			단스킨 부스터 기능성 액티브웨어 땀복 셋업		
게임	보드게임	2147	https://d1ruwxjthziwe4.cloudfront.net/marketing/2147.jpg	https://link.wadiz.kr/BeYz/c3rg740w	3000			캠핑게임|캠핑보드게임|윷놀이|캠핑윷놀이|미니윷놀이|미니게임|윷놀이세트|미니윷놀이세트|미니윳놀이|미니보드게임|윳놀이|노인보드게임|윳|맥도날드윷놀이|윷놀이게임|윷놀이보드게임|예쁜윷놀이	80	4.77	와디즈 첫 로그인하고 5,000원x2 쿠폰 혜택 받으세요!	N	17900			어라운드윷놀이 캠핑 감성 미니 윷놀이 세트		
패션		2202	https://d1ruwxjthziwe4.cloudfront.net/marketing/2202.jpg	https://link.wadiz.kr/BeYz/o3wpnfn7	0			손발각질|발톱각질|각질박사|다이소각질제거기|각질제거기|다이소발각질제거기|발각질제거|다이소발각질제거|발톱각질제거기|발톱각질제거|손톱각질제거기|각질제거봉|다이소각질제거|각질돌|각질박사	31		와디즈 첫 로그인하고 5,000원x2 쿠폰 혜택 받으세요!	N	14500			각질박사 각질제거봉 각질제거기 손발 손톱 발톱 각질제거		
패션	신발	1843	https://d1ruwxjthziwe4.cloudfront.net/marketing/1843.jpg	https://link.wadiz.kr/BeYz/kegt8y4p	0			여자방수신발|여성첼시부츠|앵클부츠|여자방수부츠|부츠지퍼|여성용방수신발|여자첼시부츠|아나키아|신축성신발|신발지퍼|첼시부츠|지퍼첼시부츠|발목지퍼|첼시부츠지퍼|방수부츠|아나키아신발|여성	22	4.45	와디즈 첫 로그인하고 5,000원x2 쿠폰 혜택 받으세요!	N	263000			아나키아 ANARCHIA A-6 R Class 2ND (지퍼버전) 신축성 탄력성 방수 첼시부츠		
디자인	DIY	2219	https://d1ruwxjthziwe4.cloudfront.net/marketing/2219.jpg	https://link.wadiz.kr/BeYz/bkx2on2c	3000			미니어처북|DIY미니어처|미니어처DIY카페|미니어쳐북|아디코DIY|프라임위너스|미니어쳐만들기|미니어처북카페|북미니어처|DIY미니어처카페|DIY미니어쳐|미니어쳐DIY|미니어쳐|미니어	19	4.79	와디즈 첫 로그인하고 5,000원x2 쿠폰 혜택 받으세요!	N	50000			프라임위너스 아디코 DIY 미니어처 북카페		
스포츠·아웃도어	헬스	2100	https://d1ruwxjthziwe4.cloudfront.net/marketing/2100.jpg	https://link.wadiz.kr/BeYz/k0v7n9fn	3000			무릎보호대|메디그립|잠스트RK2|무릎에디션|무릎보호대바지|메디그립무릎보호대|미군무릎보호대|무릎방수커버|밀워키무릎보호대|공기찬무릎보호대|무릎자바|잠스트EK5|테이핑롱무릎보호대|테이핑	56	4.51	와디즈 첫 로그인하고 5,000원x2 쿠폰 혜택 받으세요!	N	29900			메디그립 MZK-7 에디션 무릎보호대		
디자인	DIY	2231	https://d1ruwxjthziwe4.cloudfront.net/marketing/2231.jpg	https://link.wadiz.kr/BeYz/0sasrxbx	3000			미니어쳐정원속카페|정원미니어처|카페미니어처만들기|미니어처만들기|미니어쳐가든|카페미니어처|미니어처가든|카페정원미니어쳐|미니어쳐정원속아지트|미니어처카페|카페만들기|DIY미니어처|카페D	46	4.2	와디즈 첫 로그인하고 5,000원x2 쿠폰 혜택 받으세요!	N	46000			프라임위너스 아디코 DIY 미니어처 나만의 미니정원 가든카페		
패션	의류	2216	https://d1ruwxjthziwe4.cloudfront.net/marketing/2216.jpg	https://link.wadiz.kr/BeYz/3yzdz24j	0			테이퍼드핏|테이퍼드팬츠|남자기모슬랙스|남성기모테이퍼드바지|슬랙스|테이퍼드기모슬랙스|남자슬랙스|남성기모슬랙스|남성슬랙스|남자슬렉스|테이퍼드슬랙스|테이퍼드핏슬랙스|남성기모테이퍼드|남자	88	4.86	와디즈 첫 로그인하고 5,000원x2 쿠폰 혜택 받으세요!	N	55000			하비슬랙스 남성 여성 테이퍼드핏 하비 슬랙스 기모버전		
스포츠·아웃도어		2148	https://d1ruwxjthziwe4.cloudfront.net/marketing/2148.jpg	https://link.wadiz.kr/BeYz/s137jauh	3000			에어플라이고글|자전거고글추천|자전거고글케이스|뉴플라이|스포츠고글케이스|고글에어플라이|스포츠고글세트|고글예비케이스|스포츠고글에어플라이|AIRFLY고글|자전거고글|오클랜즈고글|자전거선	28	4.71	와디즈 첫 로그인하고 5,000원x2 쿠폰 혜택 받으세요!	N	141900			뉴에어플라이 스포츠고글 자전거고글 프리미엄 스포츠 선글라스 미러렌즈 세트 (본체+하드케이스+클리닝천+설명서)		
테크·가전	엔터테인먼트가전	1435	https://d1ruwxjthziwe4.cloudfront.net/marketing/1435.jpg	https://link.wadiz.kr/BeYz/ij1zunje	3000			다이나믹마이크|쓰론|홈레코딩세트|콘덴서마이크|마이크|UMIK-1|PDMIC78|케이블매립|헤드마이크|아스톤스피릿|마이크스탠드|소품마이크|CLOUDLIFTER|엘가토마이크|강의마이크	13	4.52	와디즈 첫 로그인하고 5,000원x2 쿠폰 혜택 받으세요!	N	128000			쓰론맥스 Thronmax  마이크&스탠드 MDRILL ONE PRO KIT		
푸드	소스·조미료	1988	https://d1ruwxjthziwe4.cloudfront.net/marketing/1988.jpg	https://link.wadiz.kr/BeYz/0tiij3aq	3000			원밀|선식팩|선식가루	53	4.87	와디즈 첫 로그인하고 5,000원x2 쿠폰 혜택 받으세요!	N	5500			차서공방 전통 간편식 원밀 선식가루 50g 10개		
테크·가전		2071	https://d1ruwxjthziwe4.cloudfront.net/marketing/2071.jpg	https://link.wadiz.kr/BeYz/405ftyxh	0			EMS글러브|EMS저주파|저주파|HOMEDICS|EMS마사지|REWEARS|리웨어스|리프핏아이|리웰손마사지기|마이펄스|리웨어스EMS|마사지글러브|리웰손마사지|홈메딕스|써모덤|EMS	63	4.43	와디즈 첫 로그인하고 5,000원x2 쿠폰 혜택 받으세요!	N	143000			리웨어스 EMS 저주파 지압 마사지 글러브 세트		
패션	가방	2116	https://d1ruwxjthziwe4.cloudfront.net/marketing/2116.jpg	https://link.wadiz.kr/BeYz/j0d4bgm9	0			와디즈백팩|밀스펙가방|TRIFFER|크로스핏백팩|리믹스백팩|로우로우스트링럭색|뉴발란스스트링백|로우로우럭색|볼컴백팩|칼하트가방|샐러드볼즈백팩|스위치백팩|빈트릴백팩|SWEETCH|40	104	4.37	와디즈 첫 로그인하고 5,000원x2 쿠폰 혜택 받으세요!	N	33300			밀스펙 스펙업 대용량 등산 여행용 캠핑가방 백팩 40L		
패션	의류	2265	https://d1ruwxjthziwe4.cloudfront.net/marketing/2265.jpg	https://link.wadiz.kr/BeYz/eyfuxpe2	3500			여성명품바지|여자32보온바지|여자패딩바지|여성패딩반바지|겨울슬랙스|여성보온바지|보온바지여성|여자겨울슬랙스|겨울여자바지|겨울여성바지|여자겨울바지|패딩반바지|겨울바지여성|겨울슬렉스|여	56	4.52	와디즈 첫 로그인하고 5,000원x2 쿠폰 혜택 받으세요!	N	33000			오프그리드 여성 겨울 써모라이트 보온 명품원단 슬랙스		
홈·리빙		2250	https://d1ruwxjthziwe4.cloudfront.net/marketing/2250.jpg	https://link.wadiz.kr/BeYz/7lawlxwc	3000			빨대파우치|롱빨대|도자기빨대|툴리빨대|내열파우치|파우치빨대|빨대세척|재활용빨대|도자기세척|롱빨대파우치|세척빨대|친환경롱빨대|롱빨대세척솔|에코빨대|와디즈|빨대|친환경빨대|내열빨대|골	32	4.67	와디즈 첫 로그인하고 5,000원x2 쿠폰 혜택 받으세요!	N	10000			툴리 에코 청량 친환경 고강도 내열 도자기 빨대 롱 버블 스탠다드 세척솔 파우치		
홈·리빙	주방	2112	https://d1ruwxjthziwe4.cloudfront.net/marketing/2112.jpg	https://link.wadiz.kr/BeYz/ro83p9nm	3200			랩커팅기|밀랍랩|와디즈|허니랩|매직랩다이소|샌드위치랩핑	54	4.56	와디즈 첫 로그인하고 5,000원x2 쿠폰 혜택 받으세요!	N	14800			풀앤랩 주방랩 키친랩 커팅기 프로 래핑 디스펜서 1세트		
패션		943	https://d1ruwxjthziwe4.cloudfront.net/marketing/943.jpg	https://link.wadiz.kr/BeYz/413mm8vu	2500			이퀄바지|밴딩슬랙스|루즈핏여자바지|여성밴딩슬랙스|슬랙스|여자밴딩슬랙스|루즈핏슬랙스|데일리바지|데일리팬츠|데일리슬랙스|밴딩슬랙스바지|리스트가을팬츠|여성슬랙스바지|여성데일리바지|랩슬랙	193	4.48	와디즈 첫 로그인하고 5,000원x2 쿠폰 혜택 받으세요!	N	14900			이퀄스킨 밴딩 슬랙스 루즈핏 데일리 팬츠		
스포츠·아웃도어	캠핑	2088	https://d1ruwxjthziwe4.cloudfront.net/marketing/2088.jpg	https://link.wadiz.kr/BeYz/npjw80a8	5000				47	4.85	와디즈 첫 로그인하고 5,000원x2 쿠폰 혜택 받으세요!	N	5000			코끼리 메모리폼 더블쿠션 생활방수 차박매트		
홈·리빙		249	https://d1ruwxjthziwe4.cloudfront.net/marketing/249.jpg	https://link.wadiz.kr/BeYz/in65go6x	3000			소금온열팩|온열소금팩|소금찜질팩|소금찜질|눈찜질팩|안대찜질|찜질안대|팥눈찜질팩|찜질소금|냉온찜질안대|발워머|충전식보온물주머니	43	4.42	와디즈 첫 로그인하고 5,000원x2 쿠폰 혜택 받으세요!	N	24900			히말라야 핑크소금 눈건강 냉온찜질 지퍼디자인 듀얼 찜질팩 안대		
패션		2286	https://d1ruwxjthziwe4.cloudfront.net/marketing/2286.jpg	https://link.wadiz.kr/BeYz/to9c27rw	3500			매일팬츠|매일새옷가격|매일새옷|리코브|투턱팬츠|호피바지|여성테이퍼드팬츠|엔비룩|조거팬츠|기모밴딩부츠컷|ENVYLOOK|여성골덴바지|기모부츠컷|투턱바지|테이퍼드핏바지여자|호피플리츠|	229	4.5	와디즈 첫 로그인하고 5,000원x2 쿠폰 혜택 받으세요!	N	24800			리코브 테이퍼드핏 투턱 매일 바지 팬츠		
